Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Street,City,County,State,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Clearance_Time(hr),Clearance_Class
2,2021-04-19 05:31:30,2021-04-20 15:28:00,25.931619,-80.204341,3.818,I-95 S,Miami,Miami-Dade,FL,US/Eastern,KHWO,78.0,78.0,81.0,29.88,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.94166666666667,Very Long
2,2021-07-17 11:40:00,2022-07-17 13:25:00,30.218893289421946,-93.2950294013343,2.135,I-210 E,Westlake,Calcasieu,LA,US/Central,KCWF,88.0,88.0,66.0,30.09,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long
2,2022-08-08 00:00:00,2022-08-09 00:44:00,38.814324,-76.738214,0.012,Crain Hwy,Upper Marlboro,Prince George's,MD,US/Eastern,KADW,78.0,78.0,83.0,29.79,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.733333333333334,Very Long
2,2022-09-11 14:07:00,2022-09-12 16:13:18,32.422821,-93.706538,0.165, Youree Dr,Shreveport,Caddo,LA,US/Central,KBAD,88.0,88.0,51.0,29.87,10.0,NNW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,26.105,Very Long
2,2022-02-12 19:13:00,2022-02-13 20:29:12,32.428673,-93.734871,0.064, Cumberland Dr,Shreveport,Caddo,LA,US/Central,KSHV,38.0,34.0,68.0,30.18,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,25.27,Very Long
2,2021-12-20 18:04:20,2021-12-21 19:08:06,45.009462,-111.648286,0.29, US Highway 287 N,Cameron,Madison,MT,US/Mountain,KDLN,37.0,27.0,65.0,24.63,10.0,SW,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,25.06277777777778,Very Long
2,2021-08-29 13:19:00,2021-08-30 14:38:22,32.413471,-93.738356,0.906, Ellerbe Rd,Shreveport,Caddo,LA,US/Central,KSHV,87.0,87.0,67.0,29.76,10.0,NE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.322777777777777,Very Long
2,2022-04-02 10:59:38,2022-04-03 11:57:40,45.65455555894062,-110.8514177793939,1.54,I-90 W,Bozeman,Gallatin,MT,US/Mountain,KBZN,46.0,46.0,40.0,25.38,10.0,N,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.967222222222222,Very Long
2,2021-06-17 03:28:08,2021-06-18 04:20:00,36.672524213616015,-114.51821207945576,1.345,I-15,Logandale,Clark,NV,US/Pacific,KLSV,89.0,89.0,16.0,27.82,10.0,NE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.864444444444445,Very Long
2,2022-11-04 00:02:44,2022-11-05 00:44:00,45.152737,-117.971446,1.4069999999999998,Old Oregon Trl,Union,Union,OR,US/Pacific,KLGD,33.0,26.0,96.0,27.23,3.0,SE,8.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.68777777777778,Very Long
2,2022-09-10 21:32:00,2022-09-11 22:49:02,32.509211,-93.780268,0.074, Dorian Ter,Shreveport,Caddo,LA,US/Central,KDTN,76.0,76.0,85.0,29.8,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,25.28388888888889,Very Long
2,2020-11-20 18:32:52,2020-11-22 00:19:05,46.889832,-104.779052,0.423, Road 121,Glendive,Dawson,MT,US/Mountain,KGDV,23.0,14.0,85.0,27.78,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,29.77027777777778,Very Long
2,2019-11-17 03:00:29,2019-11-18 07:00:00,45.72728,-120.65947,0.0,I-84 E,Wasco,Sherman,OR,US/Pacific,KDLS,42.0,42.0,85.0,29.96,10.0,SSE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,27.991944444444446,Very Long
2,2022-08-04 07:02:35,2022-08-05 07:47:40,41.530488,-106.07115,0.841,I-80 E,Bosler,Albany,WY,US/Mountain,KLAR,53.0,53.0,77.0,23.12,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.75138888888889,Very Long
2,2021-10-18 17:04:00,2021-10-19 18:22:19,32.469974,-93.769447,0.067, Joplin Ave,Shreveport,Caddo,LA,US/Central,KSHV,76.0,76.0,25.0,29.88,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.30527777777778,Very Long
2,2022-02-05 21:20:40,2022-02-06 23:08:34,36.113919,-95.868687,0.1639999999999999, S Mingo Rd,Tulsa,Tulsa,OK,US/Central,KTUL,39.0,31.0,50.0,29.48,10.0,S,15.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,25.798333333333332,Very Long
2,2021-05-20 03:01:00,2021-05-21 17:45:34,28.468802,-81.417358,0.241, S John Young Pkwy,Orlando,Orange,FL,US/Eastern,KMCO,70.0,70.0,78.0,30.06,10.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,38.742777777777775,Very Long
2,2023-01-22 01:51:00,2023-01-23 03:06:17,28.425243,-81.474407,0.23,I-4 W,Orlando,Orange,FL,US/Eastern,KMCO,63.0,63.0,84.0,29.9,10.0,NE,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,25.254722222222224,Very Long
4,2022-11-06 00:01:00,2022-11-07 00:44:00,33.094576,-117.084647,0.204,Escondido Fwy N,Escondido,San Diego,CA,US/Pacific,KRNM,39.0,39.0,82.0,28.45,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.716666666666665,Very Long
2,2021-01-06 15:59:32,2021-01-10 06:59:03,25.927833,-80.18824000000002,0.083, NE 6th Ave,Miami,Miami-Dade,FL,US/Eastern,KHWO,72.0,72.0,41.0,30.05,10.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,86.99194444444444,Very Long
2,2022-07-22 13:27:03,2022-07-23 14:14:14,36.017381,-95.870279,0.061, E 101st St S,Tulsa,Tulsa,OK,US/Central,KRVS,96.0,96.0,46.0,29.28,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.78638888888889,Very Long
3,2017-09-15 22:37:05,2017-09-30 05:50:00,45.694977,-121.672394,0.6600000262260437,US-30 E,Cascade Locks,Hood River,OR,US/Pacific,KCZK,58.0,58.0,56.0,29.98,9.0,ENE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,343.21527777777777,Very Long
2,2022-06-14 22:38:03,2022-06-15 23:23:43,43.54216,-119.504417,0.112, Central Oregon Hwy,Riley,Harney,OR,US/Pacific,KBNO,37.0,37.0,79.0,25.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.761111111111113,Very Long
2,2020-11-27 23:14:00,2020-11-29 01:56:01,32.434288,-93.769455,0.123, Argyle St,Shreveport,Caddo,LA,US/Central,KSHV,59.0,59.0,81.0,29.93,10.0,NNE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,26.700277777777778,Very Long
2,2021-01-13 00:36:42,2021-01-15 00:58:44,48.232857,-114.118439,0.125, Freckles Rd,Kalispell,Flathead,MT,US/Mountain,KGPI,42.0,36.0,85.0,26.7,10.0,SSE,12.0,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48.367222222222225,Very Long
4,2021-05-07 18:43:00,2022-05-07 20:28:00,30.36806702599349,-91.6271889205378,3.636,I-10,Grosse Tete,Iberville,LA,US/Central,KBTR,80.0,80.0,36.0,30.0,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long
2,2021-02-19 22:08:00,2021-02-20 23:25:01,32.471306,-93.804985,0.121,Greenwood Rd,Shreveport,Caddo,LA,US/Central,KSHV,30.0,30.0,85.0,30.26,9.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,25.28361111111111,Very Long
2,2022-05-30 16:07:00,2022-05-31 17:49:05,32.512645,-93.756065,0.062,Caddo St,Shreveport,Caddo,LA,US/Central,KDTN,91.0,91.0,47.0,29.64,10.0,SSE,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.70138888888889,Very Long
2,2021-04-09 12:57:58,2021-04-23 17:52:03,44.84849810578896,-123.22790265024553,0.068, Main St E,Monmouth,Polk,OR,US/Pacific,KSLE,54.0,54.0,45.0,29.98,10.0,WSW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,340.9013888888889,Very Long
2,2021-02-12 22:06:25,2021-02-15 15:56:14,45.636476,-121.214352,0.33, Highway 30W,The Dalles,Wasco,OR,US/Pacific,KDLS,19.0,19.0,81.0,29.96,2.0,CALM,0.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,65.83027777777778,Very Long
2,2022-04-29 13:27:00,2022-04-30 16:38:43,32.488914,-93.720108,0.099, C.E. Galloway Blvd,Shreveport,Caddo,LA,US/Central,KDTN,82.0,82.0,44.0,29.7,10.0,S,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,27.19527777777778,Very Long
2,2022-05-12 17:27:35,2022-05-14 02:36:49,44.337965,-121.177815,0.121, N Highway 97,Terrebonne,Deschutes,OR,US/Pacific,KRDM,51.0,51.0,54.0,26.84,10.0,SSW,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.153888888888886,Very Long
2,2021-02-12 19:48:00,2021-02-13 20:37:40,33.998702,-112.760309,0.152, S US Highway 93,Wickenburg,Maricopa,AZ,US/Mountain,KLUF,61.0,61.0,43.0,28.62,10.0,SSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.82777777777778,Very Long
2,2020-12-19 01:15:00,2020-12-20 02:33:05,34.071682,-118.13243500000002,0.201,I-10 W,Alhambra,Los Angeles,CA,US/Pacific,KCQT,49.0,49.0,66.0,30.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,25.301388888888887,Very Long
2,2021-01-23 18:43:00,2022-01-23 20:28:00,32.513188,-93.737137,0.736,I-20 W,Bossier City,Bossier,LA,US/Central,KDTN,48.0,45.0,93.0,29.87,4.0,ESE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,8761.75,Very Long
2,2022-12-01 19:52:16,2022-12-02 21:27:41,47.017859,-114.64642,1.828,I-90 E,Alberton,Mineral,MT,US/Mountain,KMSO,27.0,27.0,78.0,26.34,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,25.59027777777778,Very Long
2,2021-01-06 15:59:32,2021-01-07 18:06:00,25.941442,-80.205056,0.101,NW 2nd Ave,Miami,Miami-Dade,FL,US/Eastern,KHWO,72.0,72.0,41.0,30.05,10.0,ENE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,26.107777777777777,Very Long
2,2021-06-24 14:15:00,2021-07-01 15:30:00,39.85220789890359,-77.68772721253542,0.417,I-81,Chambersburg,Franklin,PA,US/Eastern,KHGR,77.0,77.0,34.0,29.57,10.0,SSE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,169.25,Very Long
2,2022-12-10 17:58:42,2022-12-11 19:48:33,36.229776,-95.984548,0.076, N Hartford Ave,Tulsa,Tulsa,OK,US/Central,KTUL,49.0,46.0,83.0,29.44,10.0,N,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,25.830833333333334,Very Long
2,2020-12-08 10:22:51,2020-12-11 12:08:30,34.895721,-118.919588,3.133,Golden State Fwy N,Lebec,Kern,CA,US/Pacific,KSDB,56.0,56.0,14.0,25.66,10.0,ENE,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,73.76083333333334,Very Long
2,2022-11-06 09:01:07,2022-11-07 10:12:55,46.70447,-113.457497,1.494,Interstate 90,Clinton,Granite,MT,US/Mountain,KMSO,31.0,23.0,82.0,26.61,10.0,SE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.196666666666665,Very Long
2,2021-05-06 04:07:00,2021-05-07 19:26:34,25.653355,-80.41561899999998,0.213, SW 137th Ave,Miami,Miami-Dade,FL,US/Eastern,KTMB,76.0,76.0,87.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,39.32611111111111,Very Long
2,2022-04-27 00:11:00,2022-04-28 02:06:24,28.17584395395195,-82.39202141722494,3.465,I-75,Lutz,Pasco,FL,US/Eastern,KVDF,72.0,72.0,88.0,30.1,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,25.923333333333332,Very Long
2,2021-05-30 16:53:00,2021-05-31 21:19:13,32.52553,-93.759017,0.035,N Common St,Shreveport,Caddo,LA,US/Central,KDTN,76.0,76.0,50.0,29.94,10.0,NE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,28.436944444444446,Very Long
2,2021-01-14 04:52:00,2022-01-14 06:37:00,30.29687,-91.910043,0.652,I-10 W,Breaux Bridge,St. Martin,LA,US/Central,KLFT,37.0,37.0,96.0,29.95,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,8761.75,Very Long
2,2022-08-17 15:31:27,2022-08-18 16:18:45,36.095837,-95.87957,0.063, S 87th East Ave,Tulsa,Tulsa,OK,US/Central,KRVS,76.0,76.0,85.0,29.32,10.0,VAR,3.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.788333333333334,Very Long
2,2022-06-11 16:12:26,2022-06-12 16:59:48,36.127013,-95.960509,0.128,S Zunis Ave,Tulsa,Tulsa,OK,US/Central,KTUL,91.0,91.0,63.0,29.0,10.0,SSE,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,24.789444444444445,Very Long
2,2021-01-22 00:18:00,2021-01-23 04:03:25,32.428475,-93.85913,0.312, Pines Rd,Shreveport,Caddo,LA,US/Central,KSHV,55.0,55.0,96.0,29.73,7.0,CALM,0.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,27.756944444444443,Very Long
2,2022-09-27 12:41:44,2022-09-28 13:31:38,47.973858,-114.197626,0.17, Highway 93 S,Lakeside,Flathead,MT,US/Mountain,KGPI,69.0,69.0,45.0,27.01,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.831666666666667,Very Long
2,2021-10-18 07:49:00,2022-10-18 09:34:00,32.5201,-93.707935,0.171,I-20 W,Bossier City,Bossier,LA,US/Central,KBAD,48.0,48.0,90.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long
2,2021-05-05 23:03:00,2021-05-07 20:34:26,25.936664,-80.188553,0.34, NE 6th Ave,Miami,Miami-Dade,FL,US/Eastern,KHWO,80.0,80.0,76.0,30.07,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,45.52388888888889,Very Long
2,2021-02-19 19:41:50,2021-02-20 19:45:00,38.48222136479147,-81.45050167998576,3.024,I-79,Elkview,Kanawha,WV,US/Eastern,KCRW,25.0,16.0,85.0,29.23,6.0,W,8.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.052777777777777,Very Long
2,2020-09-15 15:09:12,2020-09-19 14:00:00,45.00428,-122.784608,0.095, W Main St,Silverton,Marion,OR,US/Pacific,KSLE,74.0,74.0,48.0,29.79,0.75,NNE,5.0,0.0,Smoke,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,94.84666666666666,Very Long
2,2021-07-26 11:51:00,2021-07-27 12:36:00,44.583622,-70.237895,0.075, Gilbert St S,Wilton,Franklin,ME,US/Eastern,KWVL,78.0,78.0,66.0,29.44,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.75,Very Long
2,2021-02-15 06:39:00,2021-02-16 09:34:30,27.557196,-82.558105,0.059, US Highway 41 N,Palmetto,Manatee,FL,US/Eastern,KSRQ,71.0,71.0,100.0,29.93,4.0,SSE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,26.925,Very Long
2,2022-12-09 13:37:00,2022-12-10 15:39:46,32.469318,-93.840273,0.7509999999999999,I-220 W,Shreveport,Caddo,LA,US/Central,KSHV,74.0,74.0,71.0,29.9,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,26.04611111111111,Very Long
2,2021-05-31 17:37:00,2022-05-31 19:22:00,32.513843,-93.721161,0.691,I-20 W,Bossier City,Bossier,LA,US/Central,KDTN,83.0,83.0,54.0,29.86,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long
2,2020-09-29 02:02:00,2021-09-29 03:47:00,32.521837,-92.366985,2.797,I-20 W,Calhoun,Ouachita,LA,US/Central,KRSN,57.0,57.0,75.0,29.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,8761.75,Very Long
2,2022-04-11 18:05:59,2022-04-12 19:01:45,45.67537,-111.01046399999998,1.008,I-90 W,Bozeman,Gallatin,MT,US/Mountain,KBZN,35.0,26.0,50.0,24.96,10.0,NE,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.929444444444446,Very Long
2,2022-02-20 19:09:49,2022-02-21 20:04:35,45.69395184495118,-109.41338896699231,2.041,I-90 W,Columbus,Stillwater,MT,US/Mountain,KBIL,11.0,-6.0,84.0,26.13,0.5,ENE,17.0,0.03,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.912777777777777,Very Long
4,2020-10-05 09:58:00,2020-10-06 11:01:27,34.956335,-111.676599,0.7120000000000001,Arizona Veterans Highway,Flagstaff,Coconino,AZ,US/Mountain,KFLG,71.0,71.0,8.0,23.46,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.0575,Very Long
2,2021-11-03 07:53:00,2021-11-04 09:09:12,32.27370142921317,-93.96300673439995,0.493, Four Forks Rd,Keithville,Caddo,LA,US/Central,KSHV,49.0,47.0,90.0,30.05,10.0,NNE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.27,Very Long
2,2022-11-16 00:01:00,2022-11-17 00:44:00,37.991695,-122.126437,0.058, Alhambra Way,Martinez,Contra Costa,CA,US/Pacific,KCCR,42.0,42.0,70.0,30.27,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.716666666666665,Very Long
2,2023-01-28 15:53:54,2023-01-29 17:41:19,36.111562,-95.975702,0.062, S Peoria Ave,Tulsa,Tulsa,OK,US/Central,KRVS,59.0,59.0,58.0,29.14,10.0,S,14.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,25.790277777777778,Very Long
2,2022-12-07 11:10:00,2022-12-08 12:00:48,29.674743,-90.778427,0.024, Reservation Ct,Gray,Terrebonne,LA,US/Central,KHUM,79.0,79.0,78.0,30.29,7.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.846666666666668,Very Long
2,2021-08-14 13:30:00,2022-08-14 15:15:00,30.535926,-91.188011,0.037,Scenic Hwy,Baton Rouge,East Baton Rouge,LA,US/Central,KBTR,90.0,90.0,55.0,30.0,10.0,ESE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long
2,2021-11-01 14:34:21,2021-11-02 15:22:05,36.125795,-95.833251,0.073, E 27th St,Tulsa,Tulsa,OK,US/Central,KTUL,50.0,50.0,74.0,29.53,10.0,NE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24.795555555555556,Very Long
2,2021-09-23 07:35:00,2022-09-23 09:20:00,30.479367971274947,-90.51832079844228,1.462,I-12,Hammond,Tangipahoa,LA,US/Central,KHDC,55.0,55.0,94.0,30.05,10.0,N,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,8761.75,Very Long
2,2021-06-19 08:53:00,2021-06-20 09:42:59,34.251663,-110.040259,0.097, E Deuce of Clubs,Show Low,Navajo,AZ,US/Mountain,KSOW,84.0,84.0,16.0,23.8,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.833055555555557,Very Long
2,2023-01-16 13:01:00,2023-01-17 14:19:55,32.478805,-93.779932,0.032,Hearne Ave,Shreveport,Caddo,LA,US/Central,KDTN,74.0,74.0,62.0,29.58,10.0,SSW,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.315277777777776,Very Long
2,2021-09-07 15:18:17,2021-09-08 16:03:22,41.77372097949136,-107.46209263750332,2.6,WY-789,Rawlins,Carbon,WY,US/Mountain,KRWL,84.0,84.0,10.0,23.58,6.0,W,12.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.75138888888889,Very Long
2,2021-01-09 00:56:00,2021-01-10 05:03:23,32.500324,-93.777542,0.006, Murphy St,Shreveport,Caddo,LA,US/Central,KDTN,35.0,35.0,85.0,30.12,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,28.123055555555556,Very Long
2,2022-11-09 16:53:00,2022-11-10 18:58:28,32.538776,-93.766487,0.195,N Hearne Ave,Shreveport,Bossier,LA,US/Central,KDTN,81.0,81.0,58.0,29.89,10.0,E,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,26.09111111111111,Very Long
2,2021-01-25 00:12:00,2021-01-26 03:14:35,34.606311,-119.354067,0.163, Maricopa Hwy,Ojai,Ventura,CA,US/Pacific,KOXR,49.0,43.0,90.0,29.76,2.0,W,15.0,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,27.043055555555554,Very Long
2,2020-10-04 13:40:00,2021-10-04 15:25:00,30.440443,-91.214643,0.583,I-10 E,Port Allen,West Baton Rouge,LA,US/Central,KBTR,81.0,81.0,34.0,30.03,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long
2,2020-11-04 23:56:00,2021-11-05 00:41:00,30.196040000000004,-93.269108,2.21,I-210 W,Lake Charles,Calcasieu,LA,US/Central,KLCH,53.0,53.0,93.0,30.26,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,8760.75,Very Long
2,2023-02-06 13:06:34,2023-02-07 23:30:02,45.025529,-117.926361,0.901,2nd St,North Powder,Union,OR,US/Pacific,KBKE,40.0,35.0,58.0,26.83,10.0,N,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.39111111111111,Very Long
2,2021-07-07 17:44:00,2021-07-08 21:00:15,32.454917,-93.736317,0.015, Dogwood Rd,Shreveport,Caddo,LA,US/Central,KSHV,78.0,78.0,87.0,29.71,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,27.270833333333332,Very Long
2,2020-02-10 14:00:28,2020-02-11 18:00:00,45.77634000000001,-119.28108,0.0,I-84 W,Stanfield,Umatilla,OR,US/Pacific,KHRI,50.0,50.0,48.0,29.74,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,27.99222222222222,Very Long
2,2020-06-20 20:57:00,2020-06-22 05:30:00,40.73683,-111.90474,0.0,I-15 S,Salt Lake City,Salt Lake,UT,US/Mountain,KSLC,77.0,77.0,28.0,25.7,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.55,Very Long
4,2022-08-04 13:06:32,2022-08-05 13:55:28,47.016961,-114.640508,0.057,I-90 W,Alberton,Mineral,MT,US/Mountain,KMSO,90.0,90.0,21.0,26.54,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24.815555555555555,Very Long
2,2021-05-10 05:47:06,2021-05-11 16:49:02,25.930767000000003,-80.188369,0.159, NE 6th Ave,North Miami Beach,Miami-Dade,FL,US/Eastern,KHWO,77.0,77.0,82.0,30.05,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,35.032222222222224,Very Long
2,2021-11-10 08:21:00,2021-11-11 09:49:07,32.981122,-111.735136,0.146,I-10 W,Casa Grande,Pinal,AZ,US/Mountain,KCGZ,54.0,54.0,45.0,28.55,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.468611111111112,Very Long
2,2020-12-11 03:06:24,2020-12-12 03:45:00,38.354847,-81.749422,0.01, Maccorkle Ave SW,South Charleston,Kanawha,WV,US/Eastern,KCRW,34.0,34.0,100.0,29.01,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.643333333333334,Very Long
2,2021-03-09 00:58:30,2021-03-10 02:54:00,34.552457000000004,-118.668886,4.399,Golden State Fwy S,Castaic,Los Angeles,CA,US/Pacific,K3A6,50.0,50.0,71.0,29.27,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,25.925,Very Long
2,2019-11-07 03:11:21,2019-11-09 01:39:02,44.67358,-123.85058,0.0, Highway 20,Toledo,Lincoln,OR,US/Pacific,KONP,45.0,39.0,76.0,30.0,10.0,ENE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,46.46138888888889,Very Long
2,2021-09-08 20:01:00,2021-09-09 20:51:39,40.233389,-79.620177,0.939, Glenn Fox Rd,New Stanton,Westmoreland,PA,US/Eastern,KLBE,66.0,66.0,100.0,28.6,10.0,SSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24.844166666666666,Very Long
2,2022-03-12 11:54:00,2022-03-13 13:48:00,33.809448,-117.268268,0.074, Yucca St,Perris,Riverside,CA,US/Pacific,KRIV,74.0,74.0,9.0,28.53,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,25.9,Very Long
