Severity,Start_Lat,Start_Lng,Distance(mi),Timezone,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Clearance_Class,Weather_Simplified,State_Other,Road_Type,Population,County_Other,Month
2,32.491673,-93.741737,0.141,Central,53.0,83.0,29.99,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Avenue,187540,Caddo,Oct
2,32.480057,-93.795105,0.124,Central,72.0,78.0,29.84,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Street,187540,Caddo,Oct
4,34.034901,-118.367529,0.454,Pacific,56.0,77.0,29.79,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,CA,Highway,3899449,Los Angeles,Apr
2,40.800295,-73.92756,0.088,Eastern,35.0,64.0,29.93,10.0,NW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,NY,Other,8805594,New York,Jan
2,32.48008131965409,-93.86550307229106,0.412,Central,73.0,55.0,29.98,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,LA,Road,187540,Caddo,May
2,29.934407472467733,-90.03721833186131,1.543,Pacific,76.0,76.0,30.08,10.0,S,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Other,384130,Orleans,Feb
2,45.675476,-118.844057,0.371,Pacific,57.0,77.0,28.06,5.0,VAR,7.0,0.08,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Rain,OR,Highway,17066,Umatilla,Oct
2,44.417349,-117.309104,2.769,Mountain,35.0,52.0,27.73,10.0,N,7.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Very Long,Fair,OR,Highway,500,Baker,Feb
2,34.071976,-117.396438,0.21,Pacific,96.0,8.0,29.08,10.0,N,12.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Very Long,Fair,CA,Avenue,2181664,San Bernardino,Oct
2,30.30865,-90.975497,0.343,Central,63.0,94.0,29.85,1.0,N,9.0,0.11,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Rain,LA,Highway,126499,Ascension,Jan
2,35.211152,-111.526632,0.684,Mountain,37.0,65.0,23.39,10.0,ENE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,AZ,Highway,76845,Coconino,Oct
2,36.05684,-95.886359,0.012,Central,61.0,81.0,29.02,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Very Long,Cloudy,OK,Place,413143,Tulsa,May
2,47.6525,-116.84505,0.0,Pacific,36.0,82.0,27.71,10.0,SW,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,ID,Highway,171362,Other,Jan
2,25.968813,-80.165675,0.335,Eastern,69.0,87.0,29.94,10.0,S,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,FL,Highway,442244,Miami-Dade,Mar
2,39.112268,-122.82019,0.342,Pacific,68.0,65.0,29.31,10.0,N,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,CA,Highway,68164,Lake,Sep
2,45.497949,-122.63962,0.031,Pacific,54.0,80.0,29.1,10.0,ESE,20.0,0.01,False,False,True,False,False,False,False,True,False,False,True,Night,Very Long,Rain,OR,Avenue,652522,Multnomah,Oct
2,33.238674402078445,-111.3429272169526,3.425,Mountain,63.0,13.0,28.42,10.0,NNW,7.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Very Long,Fair,AZ,Highway,426007,Pinal,Mar
2,34.954542,-110.336094,0.871,Mountain,75.0,9.0,24.97,10.0,S,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,AZ,Highway,106715,Navajo,Apr
2,32.510387,-93.747223,0.222,Central,83.0,49.0,29.84,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,LA,Street,187540,Caddo,Jun
2,45.52885652,-122.83338189,1.3090000000000002,Pacific,74.0,30.0,29.86,10.0,NW,9.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Very Long,Fair,OR,Highway,97538,Washington,Jun
2,30.249705,-92.991413,1.159,Central,75.0,94.0,29.97,10.0,NW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Highway,32249,Jefferson Davis,Jul
2,45.216107,-93.418438,2.853,Central,34.0,100.0,28.27,1.0,N,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Snow,MN,Highway,17915,Anoka,Dec
2,36.160804,-95.940377,0.0069999999999999,Central,54.0,51.0,29.25,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,Very Long,Cloudy,OK,Avenue,413143,Tulsa,Dec
2,38.44326,-120.536017,2.281,Pacific,82.0,39.0,27.23,10.0,SSW,5.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Very Long,Fair,CA,Road,40497,Other,Aug
4,38.015853,-117.822554,0.516,Pacific,33.0,70.0,24.6,10.0,N,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,NV,Highway,731,Other,Nov
2,37.660539,-97.312196,0.7240000000000001,Central,70.0,100.0,28.46,7.0,NNW,29.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Storm,KS,Highway,397572,Sedgwick,May
2,45.137795,-93.494391,0.8079999999999999,Central,28.0,85.0,28.64,2.0,N,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Snow,MN,Highway,70268,Hennepin,Nov
2,36.735727,-119.609988,0.08,Pacific,86.0,23.0,29.66,10.0,WNW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Very Long,Fair,CA,Road,26780,Fresno,Jun
2,26.014923,-80.167252,0.8340000000000001,Eastern,70.0,90.0,30.08,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,FL,Highway,153048,Broward,Mar
2,47.644969224702606,-122.28887200297216,2.73,Pacific,87.0,30.0,29.96,10.0,WNW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,WA,Other,737020,King,Jul
2,36.234976,-95.993546,0.041,Central,57.0,93.0,29.01,9.0,SSE,16.0,0.0,False,False,True,False,False,False,False,False,True,False,False,Day,Very Long,Cloudy,OK,Street,413143,Tulsa,Apr
2,45.1386,-94.528748,0.027,Central,70.0,27.0,28.65,10.0,SE,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,MN,Highway,6626,Other,May
2,39.75425362568019,-75.55316090547774,0.159,Eastern,87.0,48.0,29.86,10.0,SSW,16.0,0.04,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,DE,Highway,70889,New Castle,Sep
2,39.816687,-75.45239699999998,0.099,Eastern,59.0,83.0,29.76,10.0,E,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,DE,Highway,570721,New Castle,May
2,32.462452,-93.80584,0.032,Central,44.0,73.0,29.73,10.0,E,3.0,0.0,True,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Avenue,187540,Caddo,Feb
2,37.897627,-122.515752,0.162,Pacific,70.0,49.0,29.93,10.0,VAR,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,CA,Highway,14231,Marin,Jun
2,44.708035,-121.167207,0.5589999999999999,Pacific,57.0,36.0,26.87,10.0,S,9.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Night,Very Long,Fair,OR,Lane,7464,Jefferson,Nov
2,45.461114,-123.844484,0.158,Pacific,52.0,94.0,30.19,10.0,CALM,0.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Rain,OR,Avenue,5206,Tillamook,Dec
2,30.23698210701829,-93.2611262793862,2.292,Central,76.0,77.0,30.2,10.0,ESE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Highway,21826,Calcasieu,May
2,45.566064,-122.218728,0.093,Pacific,81.0,30.0,29.93,10.0,NW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,WA,Boulevard,17046,Other,May
2,40.646028,-74.227331,0.073,Eastern,47.0,48.0,29.97,10.0,WNW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,NJ,Avenue,43746,Union,Apr
2,33.057401,-111.795648,0.173,Mountain,102.0,4.0,28.23,10.0,NW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,AZ,Highway,58142,Pinal,Jun
2,32.441893,-93.838624,0.087,Central,47.0,86.0,29.93,10.0,E,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Street,187540,Caddo,Dec
2,36.474633,-119.798486,0.201,Pacific,52.0,53.0,30.1,10.0,WNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,CA,Avenue,1008649,Fresno,Feb
2,32.417232,-93.819231,0.23,Central,47.0,77.0,29.99,10.0,W,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,LA,Other,187540,Caddo,Dec
2,37.78298,-80.890456,2.086,Eastern,28.0,92.0,27.64,7.0,E,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,WV,Highway,11967,Other,Nov
2,34.340441,-81.625416,1.851,Eastern,91.0,52.0,29.39,10.0,SSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Cloudy,SC,Highway,10713,Other,Jul
2,36.173364,-95.9994,0.127,Central,41.0,47.0,29.36,10.0,N,21.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Very Long,Windy,OK,Avenue,413143,Tulsa,Nov
2,45.833021,-109.918509,0.115,Mountain,35.0,70.0,25.21,10.0,SW,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,MT,Road,1640,Other,Oct
2,39.72738862018715,-75.61839222871963,0.575,Eastern,63.0,48.0,29.93,10.0,SW,10.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Very Long,Fair,DE,Other,70889,New Castle,Dec
2,29.9499213694098,-90.0859057898994,0.187,Pacific,74.0,91.0,29.83,10.0,SW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Cloudy,LA,Highway,384130,Orleans,Jan
2,32.44612,-93.745987,0.102,Central,77.0,37.0,29.86,10.0,ESE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,LA,Avenue,187540,Caddo,Oct
2,40.731018,-74.049511,0.31,Eastern,53.0,38.0,29.84,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,NJ,Other,292749,Hudson,May
2,32.57679104789459,-93.78265500023944,0.377,Central,83.0,58.0,29.71,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Very Long,Fair,LA,Road,187540,Caddo,Jun
2,32.476675,-93.821877,0.279,Central,59.0,42.0,29.92,10.0,NE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Very Long,Fair,LA,Drive,187540,Caddo,Apr
2,33.994017,-117.931376,0.179,Pacific,71.0,41.0,29.96,10.0,W,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Avenue,10017401,Los Angeles,Apr
2,41.537601,-73.043938,0.0,Eastern,52.0,100.0,29.1,5.0,NE,13.0,0.1,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,CT,Court,114457,New Haven,Oct
2,36.15093111974644,-86.86442255932396,2.136,Central,48.0,28.0,29.65,10.0,E,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,TN,Highway,715884,Davidson,Feb
2,35.765518,-78.69435899999998,0.0,Eastern,63.0,87.0,29.54,10.0,SW,17.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Short,Cloudy,NC,Street,467911,Wake,Feb
2,43.983044,-90.437139,0.346,Central,66.0,94.0,29.06,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,WI,Highway,9561,Monroe,Jul
2,28.121429,-82.373749,0.0,Eastern,75.0,83.0,29.95,10.0,W,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,FL,Highway,385288,Hillsborough,Mar
2,25.942301,-80.31118599999998,0.27,Eastern,89.0,55.0,30.04,10.0,E,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,FL,Street,223122,Miami-Dade,Aug
2,32.787708,-96.788361,0.0,Central,64.0,78.0,29.47,10.0,E,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,TX,Street,1304345,Dallas,May
2,39.035301,-82.062798,0.0,Eastern,89.0,45.0,29.24,10.0,WSW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,OH,Highway,22205,Other,May
2,47.435024,-121.975464,0.0,Pacific,33.1,96.0,29.92,0.5,E,3.5,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Snow,WA,Road,40073,King,Feb
3,39.372761,-84.365257,0.0,Eastern,72.0,89.0,29.12,10.0,SSW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,OH,Highway,50986,Other,Oct
2,34.405992,-119.545191,0.267,Pacific,62.0,90.0,29.9,7.0,E,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,CA,Highway,13261,Santa Barbara,Jul
3,42.468014,-92.31813,4.630000114440918,Central,1.0,69.0,29.84,10.0,WNW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,IA,Street,67309,Other,Feb
2,44.97496,-93.28756,0.0,Central,18.0,52.0,29.21,10.0,WNW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,MN,Highway,429983,Hennepin,Jan
2,42.90432,-73.78809,0.306,Eastern,72.0,38.0,29.61,15.0,NNE,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,NY,Other,235507,Other,Apr
2,39.553815,-105.09151,1.768,Mountain,43.0,26.0,23.9,10.0,W,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CO,Other,45665,Jefferson,Dec
2,43.954786,-92.127925,2.517,Central,31.0,100.0,28.32,1.0,WNW,9.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fog,MN,Highway,783,Olmsted,Feb
2,25.985542,-80.148117,0.0,Eastern,85.0,82.0,30.06,10.0,SSE,13.0,0.0,False,False,True,False,False,False,True,False,False,False,True,Day,Short,Cloudy,FL,Boulevard,1944404,Broward,Jun
2,32.470433,-90.134341,1.548,Central,83.0,79.0,29.56,10.0,CALM,0.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,MS,Street,27749,Madison,Sep
2,34.088606,-118.475449,0.0,Pacific,60.0,78.0,29.82,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,CA,Highway,3899449,Los Angeles,May
3,33.791965000000005,-84.39241,0.0,Eastern,86.0,41.0,29.02,10.0,NW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,GA,Other,498792,Fulton,Jun
2,28.37162,-81.50972,2.702,Eastern,89.0,48.0,29.85,10.0,ENE,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,FL,Highway,307785,Orange,Oct
2,37.377518,-77.40934,0.0,Eastern,73.0,93.0,29.79,10.0,ENE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,VA,Highway,226525,Chesterfield,Aug
3,33.886631,-118.032753,0.0,Pacific,76.0,58.0,29.89,10.0,SW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Highway,19217,Los Angeles,May
4,37.01152,-76.32304,3.428,Eastern,36.0,93.0,30.38,10.0,NE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,VA,Other,137154,Hampton,Jan
2,29.765091,-95.371323,0.0,Central,55.0,86.0,30.08,9.0,N,14.0,0.0,False,False,True,False,False,False,False,False,True,False,False,Night,Short,Cloudy,TX,Street,2300351,Harris,Feb
2,34.778715000000005,-82.184557,0.393,Eastern,81.0,74.0,28.98,10.0,W,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,SC,Road,23385,Greenville,Sep
3,42.7589,-73.763191,0.0,Eastern,38.0,89.0,29.46,1.0,NNW,9.0,0.08,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Rain,NY,Road,314838,Albany,Jan
2,41.25378,-73.808739,0.0,Eastern,30.0,88.0,29.55,2.0,E,9.0,0.01,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Wintry,NY,Avenue,1004465,Westchester,Feb
2,40.522869,-104.963287,0.0,Mountain,17.0,77.0,25.14,10.0,S,6.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,CO,Road,169826,Other,Mar
2,40.413139,-79.845062,0.0,Eastern,14.0,77.0,29.87,2.5,VAR,6.9,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,Short,Snow,PA,Avenue,302960,Allegheny,Jan
2,34.139626,-118.365181,0.0,Pacific,51.0,83.0,29.12,5.0,W,3.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Cloudy,CA,Other,10017401,Los Angeles,Apr
2,47.081662416233605,-103.20188641498945,1.0,Mountain,95.0,15.0,27.22,10.0,SSE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,Other,Street,996,Other,Jul
3,26.677189,-80.06955,0.0,Eastern,81.0,85.0,29.92,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,FL,Highway,117321,Palm Beach,Aug
3,32.845692,-96.636543,0.0,Central,82.0,65.0,29.51,10.0,S,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,TX,Highway,1304345,Dallas,Jul
4,47.57106,-122.32139,0.145,Pacific,46.0,76.0,29.7,10.0,S,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,WA,Other,737020,King,Jan
2,34.037393,-117.321076,1.896,Pacific,66.0,11.0,28.95,10.0,S,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Highway,13146,San Bernardino,Feb
2,40.677521,-74.197418,0.0,Eastern,78.0,24.0,29.83,10.0,NW,15.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,NJ,Street,137310,Union,Jun
1,30.03276,-89.97279,0.0,Central,73.0,84.0,29.93,7.0,WSW,7.0,0.0,False,False,True,False,False,False,False,True,False,False,True,Day,Short,Cloudy,LA,Boulevard,384130,Orleans,Mar
3,39.975079,-83.018677,0.0,Eastern,14.0,64.0,30.14,10.0,NW,12.7,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,OH,Street,906022,Franklin,Mar
2,37.70862,-122.16374,0.187,Pacific,65.0,73.0,29.9,10.0,SW,5.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Cloudy,CA,Highway,90997,Alameda,Jul
2,29.416332,-98.503296,0.0,Central,60.0,43.0,29.17,10.0,N,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,TX,Other,1434322,Bexar,Mar
3,32.735316999999995,-96.823784,0.0,Central,56.0,45.0,29.4,10.0,N,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,TX,Highway,1304345,Dallas,Oct
3,42.011909,-87.750877,0.0,Central,35.0,64.0,29.26,10.0,WNW,6.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Fair,IL,Other,5278969,Cook,Nov
2,37.295082,-120.477898,0.0,Pacific,43.0,93.0,29.76,3.0,NNW,13.0,0.28,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,CA,Other,86374,Merced,Mar
2,47.64638,-122.32246,0.077,Pacific,45.0,97.0,30.04,2.0,SE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,WA,Highway,737020,King,Feb
2,41.52082,-74.01019000000002,1.6130000000000002,Eastern,46.0,76.0,29.22,3.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,NY,Other,28864,Orange,May
4,40.82519,-74.12762,0.161,Eastern,52.0,77.0,30.04,10.0,NW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,NJ,Other,89872,Passaic,Apr
2,33.386292,-111.788353,0.0,Mountain,69.0,18.0,28.89,10.0,WNW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,AZ,Highway,504374,Maricopa,Jan
2,27.54685,-82.49990799999998,0.0,Eastern,88.0,65.0,30.03,10.0,ENE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,FL,Other,399716,Manatee,Aug
2,39.59349,-76.06578,0.0,Eastern,77.0,74.0,30.02,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,MD,Highway,103726,Cecil,Jun
2,33.418995,-86.67205799999998,0.0,Central,77.0,32.0,29.4,10.0,VAR,7.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Cloudy,AL,Road,200542,Shelby,May
3,34.098904,-81.17495,0.0,Eastern,54.0,100.0,29.49,7.0,E,3.0,0.04,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Rain,SC,Road,416146,Richland,Apr
3,37.328896,-121.870262,0.0,Pacific,44.1,96.0,30.13,10.0,ESE,5.8,0.05,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Rain,CA,Highway,1013419,Santa Clara,Feb
3,32.818413,-96.628372,0.0,Central,89.0,49.0,29.5,10.0,NNE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,TX,Other,150232,Dallas,Jul
2,38.44452,-85.767072,0.902,Eastern,75.0,94.0,29.44,2.0,NNE,10.0,0.3,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Storm,IN,Highway,121106,Clark,Jul
2,34.075223,-118.274212,0.861,Pacific,55.0,53.0,29.97,10.0,W,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Way,3899449,Los Angeles,Feb
2,38.070972,-84.530807,0.0,Eastern,59.0,58.0,28.9,10.0,S,21.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,KY,Road,322566,Fayette,Dec
3,35.030708000000004,-86.87870799999996,0.0,Central,64.0,19.0,29.48,10.0,SE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,TN,Highway,1209,Other,Mar
3,38.90173,-121.072899,0.0,Pacific,64.0,49.0,28.59,10.0,SW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Highway,13790,Placer,Jan
2,32.97892,-80.13076,0.0,Eastern,71.0,81.0,30.11,10.0,E,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,SC,Boulevard,408530,Charleston,Nov
2,27.733555,-81.572563,0.0,Eastern,77.0,94.0,29.83,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,FL,Other,3211,Polk,Sep
3,40.86142,-111.901993,0.0,Mountain,26.0,92.0,25.67,2.0,SE,7.0,0.01,False,False,False,False,False,False,False,False,False,False,True,Night,Short,Snow,UT,Highway,23018,Davis,Feb
2,40.84709287,-73.93336415,0.604,Eastern,69.0,75.0,30.1,10.0,CALM,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Short,Fair,NY,Other,8805594,New York,Sep
2,32.369488,-87.004341,0.0,Central,59.0,53.0,29.94,10.0,NE,12.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,AL,Highway,17970,Dallas,Nov
2,35.251299,-81.027574,0.195,Eastern,75.0,31.0,29.4,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,NC,Boulevard,15016,Other,Oct
2,37.469772,-77.428246,0.0,Eastern,41.0,93.0,29.33,10.0,NNW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Rain,VA,Highway,226525,Richmond City,Dec
3,39.99758900000001,-75.082237,0.0,Eastern,71.0,75.0,29.59,8.0,SW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Storm,PA,Highway,1603794,Philadelphia,Jun
2,34.048779,-118.265717,0.4300000071525574,Pacific,64.0,80.0,29.85,6.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,Short,Haze,CA,Other,3899449,Los Angeles,Nov
2,33.671496999999995,-84.397578,0.098,Eastern,77.0,46.0,29.02,10.0,S,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,GA,Other,498792,Fulton,Mar
3,29.818468,-95.4678,1.229,Central,84.0,76.0,29.97,10.0,SE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,TX,Highway,2300351,Harris,Sep
2,33.950924,-80.989655,5.809999942779541,Eastern,69.0,57.0,29.85,10.0,W,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,SC,Highway,136805,Richland,Feb
2,33.896805,-84.48172,0.0,Eastern,53.0,54.0,29.08,10.0,E,8.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Cloudy,GA,Parkway,56199,Cobb,Nov
2,35.52243,-97.521004,0.0,Central,43.0,58.0,28.76,10.0,S,8.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Night,Short,Fair,OK,Avenue,681069,Oklahoma,Apr
3,38.19075,-85.729561,0.0,Eastern,61.0,93.0,29.01,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,KY,Drive,782987,Jefferson,Mar
2,28.04134,-81.991043,0.0,Eastern,81.0,79.0,29.73,10.0,WSW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,FL,Street,112614,Polk,Apr
2,39.75268,-105.660932,3.693,Mountain,18.0,78.0,20.29,2.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Snow,CO,Highway,9360,Clear Creek,Dec
2,35.687611,-78.55011,0.0,Eastern,74.0,97.0,29.7,7.0,WSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,NC,Road,1129352,Wake,Aug
2,37.961533,-121.737029,0.0,Pacific,51.0,89.0,29.25,4.0,SSW,8.0,0.01,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Rain,CA,Way,64291,Contra Costa,Apr
2,35.237217,-80.85467,0.743,Eastern,71.0,57.0,29.35,10.0,NNW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,NC,Highway,874687,Mecklenburg,Nov
