Severity,Start_Lat,Start_Lng,Distance(mi),Timezone,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Clearance_Time(hr),Clearance_Class,Weather_Simplified,State_Other,Road_Type,Population,County_Other,Month,CT_Transformed
2,32.770488,-93.929596,0.016,Central,63.0,63.0,29.0,30.03,10.0,SW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.29055555555556,Very Long,Fair,LA,Road,237823,Caddo,Jan,1.8869543426696451
2,36.01736,-95.937754,0.012,Central,54.0,54.0,53.0,29.42,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.81222222222222,Very Long,Fair,OK,Street,413143,Tulsa,Nov,1.8927215555420631
2,42.303017,-121.817167,1.773,Pacific,51.0,51.0,56.0,26.13,10.0,NNW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,55.99638888888889,Very Long,Fair,OR,Road,21787,Klamath,Jan,2.0849053610373347
2,36.184361,-95.895627,0.122,Central,57.0,57.0,34.0,29.18,10.0,WNW,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.78388888888889,Very Long,Fair,OK,Avenue,413143,Tulsa,Mar,1.8812004447738413
2,36.15665300000001,-96.015217,1.2919999999999998,Central,37.0,32.0,62.0,29.66,10.0,NE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.79611111111111,Very Long,Cloudy,OK,Other,413143,Tulsa,Jan,1.8925457541792863
2,36.156143,-95.989753,0.073,Central,70.0,70.0,81.0,29.23,10.0,ESE,5.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,24.81138888888889,Very Long,Cloudy,OK,Avenue,413143,Tulsa,May,1.8815167203986274
2,36.177033,-95.848817,0.021,Central,51.0,51.0,41.0,29.46,10.0,NW,20.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.856944444444444,Very Long,Fair,OK,Street,413143,Tulsa,Nov,1.8932087962756876
4,40.70088,-73.994801,0.107,Eastern,58.0,58.0,84.0,30.06,10.0,CALM,0.0,0.0,False,False,False,False,True,True,False,False,False,False,False,Day,1704.9666666666667,Very Long,Fair,NY,Other,2736296,Kings,Oct,2.5094055741599943
4,42.224937,-122.74788999999998,0.465,Pacific,97.0,97.0,6.0,28.41,10.0,SE,21.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,88.65,Very Long,Smoke,OR,Highway,21394,Jackson,Sep,2.176822210212315
2,28.59162,-81.451566,0.124,Eastern,78.0,78.0,84.0,29.84,10.0,WNW,3.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Night,26.0025,Very Long,Fair,FL,Drive,307785,Orange,Oct,1.894786912421134
2,40.061948,-80.68377199999998,0.383,Eastern,53.0,53.0,35.0,28.6,10.0,SW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,24.46638888888889,Very Long,Cloudy,WV,Highway,26986,Other,Nov,1.8775150101266331
2,30.133038,-89.872858,1.004,Central,73.0,73.0,66.0,29.79,10.0,ESE,10.0,0.01,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long,Cloudy,LA,Highway,384130,Orleans,Apr,2.5851937508543914
2,32.480492,-93.722942,0.014,Central,34.0,29.0,87.0,29.94,10.0,E,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,26.716666666666665,Very Long,Cloudy,LA,Highway,187540,Caddo,Dec,1.9023639527724874
2,45.64451336838891,-110.57242512650215,1.672,Mountain,29.0,18.0,82.0,25.36,10.0,NW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,29.95277777777778,Very Long,Cloudy,MT,Highway,8460,Park,Jan,1.9336113073090704
2,32.559669,-93.870602,0.446,Central,84.0,84.0,72.0,29.64,10.0,NW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.61583333333333,Very Long,Cloudy,LA,Road,187540,Caddo,Aug,1.890568641711842
2,30.144312,-93.662382,0.268,Central,60.0,60.0,50.0,30.38,10.0,ENE,3.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,8761.75,Very Long,Cloudy,LA,Highway,216785,Calcasieu,Jan,2.5851937508543914
2,40.146923,-74.952613,5.624,Eastern,23.0,10.0,88.0,29.89,1.0,ENE,15.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,36.84166666666667,Very Long,Snow,PA,Highway,646515,Bucks,Jan,1.9872662394105547
2,32.484577,-93.762924,0.093,Central,37.0,30.0,86.0,29.9,10.0,N,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,26.016666666666666,Very Long,Cloudy,LA,Avenue,187540,Caddo,Feb,1.8949398835204136
2,36.088135,-95.964588,0.067,Central,43.0,38.0,37.0,29.48,10.0,S,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.8125,Very Long,Fair,OK,Place,413143,Tulsa,Mar,1.881529489480928
2,28.423201,-81.404779,0.141,Eastern,82.0,82.0,74.0,29.91,10.0,SE,7.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,39.94555555555556,Very Long,Cloudy,FL,Trail,307785,Orange,Sep,2.0072387812249777
2,40.836528,-73.875725,1.719,Eastern,37.0,32.0,54.0,30.26,10.0,NNE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,32.25,Very Long,Fair,NY,Other,1472645,Bronx,Jan,1.9531908207270252
2,30.506203000000006,-84.45444499999998,0.034,Eastern,64.0,64.0,96.0,29.94,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.25583333333333,Very Long,Fog,FL,Highway,3548,Other,Oct,1.8865649012730734
2,36.231448,-95.967316,0.251,Central,86.0,86.0,49.0,29.06,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,24.81361111111111,Very Long,Cloudy,OK,Street,413143,Tulsa,Jul,1.8815422578081253
2,32.501849,-93.758209,0.027,Central,89.0,89.0,61.0,29.79,10.0,SSW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.282222222222224,Very Long,Fair,LA,Drive,187540,Caddo,Jul,1.8868609412026873
2,32.438834,-93.714654,0.235,Central,77.0,77.0,78.0,29.72,10.0,SSE,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,27.62611111111111,Very Long,Cloudy,LA,Drive,187540,Caddo,May,1.9116333515229857
2,40.005867,-75.216802,0.745,Eastern,42.0,39.0,82.0,29.74,10.0,ENE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,37.053333333333335,Very Long,Fair,PA,Avenue,856413,Montgomery,Apr,1.9886988541252086
2,25.926019,-80.30954799999998,0.552,Eastern,75.0,75.0,57.0,30.15,10.0,E,21.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,82.35166666666667,Very Long,Windy,FL,Avenue,223122,Miami-Dade,May,2.1630688945347445
2,39.496525,-119.78416,0.569,Pacific,71.0,71.0,24.0,25.55,10.0,W,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,147.44166666666666,Very Long,Cloudy,NV,Highway,264146,Washoe,Sep,2.2624198879652857
2,32.579766,-93.89726,0.029,Central,80.0,80.0,81.0,29.7,10.0,SW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,26.377777777777776,Very Long,Fair,LA,Avenue,187540,Caddo,Jun,1.898802328560534
2,43.809182,-117.662797,0.532,Mountain,96.0,96.0,13.0,27.68,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,58.16944444444445,Very Long,Fair,OR,Highway,31569,Malheur,Aug,2.093102374160683
2,36.175913,-95.98461,0.071,Central,31.0,22.0,61.0,29.87,10.0,N,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.816944444444445,Very Long,Cloudy,OK,Avenue,413143,Tulsa,Dec,1.8927730560273701
2,32.467205,-93.805817,0.006,Central,83.0,83.0,36.0,29.78,10.0,NW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.301388888888887,Very Long,Fair,LA,Street,187540,Caddo,May,1.8870757037885573
4,29.96296763405817,-90.0742542739388,0.206,Pacific,61.0,61.0,94.0,30.16,4.0,SE,3.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,25.03638888888889,Very Long,Cloudy,LA,Highway,384130,Orleans,Feb,1.8840871584837937
2,32.501798,-93.740361,0.043,Central,80.0,80.0,76.0,29.87,10.0,SW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.30472222222222,Very Long,Fair,LA,Street,187540,Caddo,Jul,1.8871130318559313
2,25.898118,-80.21530600000001,0.258,Eastern,73.0,73.0,64.0,30.01,10.0,N,10.0,0.0,False,False,False,False,False,False,False,True,False,False,True,Night,35.80777777777778,Very Long,Cloudy,FL,Avenue,442244,Miami-Dade,Apr,1.9801069918512597
2,34.437119,-110.630005,0.156,Mountain,79.0,79.0,24.0,23.99,10.0,S,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.82527777777777,Very Long,Fair,AZ,Other,106715,Navajo,Sep,1.881676279673735
2,46.47754000000001,-116.25876,0.0,Pacific,76.0,76.0,36.0,28.46,10.0,N,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,95.70583333333332,Very Long,Fair,ID,Highway,3225,Other,Jun,2.190734257441369
4,33.976461,-117.909566,0.406,Pacific,67.0,67.0,76.0,29.83,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,24.88777777777777,Very Long,Fair,CA,Street,10017401,Los Angeles,Jul,1.8823928402302808
2,32.882928,-96.695458,0.503,Central,18.0,11.0,81.0,29.98,10.0,NNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.23333333333333,Very Long,Fair,TX,Highway,1304345,Dallas,Feb,1.8863121652471835
2,36.188391,-95.932008,0.183,Central,59.0,59.0,62.0,29.48,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,24.8075,Very Long,Fair,OK,Avenue,413143,Tulsa,Oct,1.8814720226630215
2,36.190693,-95.940382,0.031,Central,80.0,80.0,45.0,28.85,10.0,S,23.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.788888888888888,Very Long,Windy,OK,Avenue,413143,Tulsa,Apr,1.8812579838936112
2,32.58764862998682,-93.83065581276972,2.96,Central,94.0,94.0,49.0,29.85,10.0,SSW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long,Fair,LA,Highway,187540,Caddo,Aug,2.5851937508543914
2,36.143007,-95.972495,0.684,Central,24.0,12.0,91.0,29.55,0.25,N,13.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,26.43111111111111,Very Long,Snow,OK,Highway,413143,Tulsa,Mar,1.8993668510557802
2,29.516149,-90.592066,0.107,Central,73.0,73.0,91.0,30.02,10.0,E,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.97388888888889,Very Long,Fair,LA,Highway,109584,Terrebonne,Oct,1.8944776343293437
2,34.715077,-118.094996,1.28,Pacific,65.0,65.0,19.0,27.33,10.0,SW,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2405.4366666666665,Very Long,Fair,CA,Street,173584,Los Angeles,May,2.5293927991415392
2,36.02811,-95.948934,0.038,Central,63.0,63.0,63.0,29.31,10.0,NE,6.0,0.0,False,False,True,False,False,False,False,True,True,False,False,Day,24.807222222222222,Very Long,Fair,OK,Avenue,413143,Tulsa,Oct,1.881468829613543
2,34.897562,-82.340112,0.02,Eastern,70.0,70.0,87.0,28.99,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,True,False,False,True,Day,63.82972222222222,Very Long,Fair,SC,Boulevard,71110,Greenville,Sep,2.1126411579675275
2,47.610594,-122.332452,0.0819999999999999,Pacific,46.0,46.0,86.0,30.57,10.0,CALM,0.0,0.0,True,False,True,False,False,False,False,False,False,False,True,Night,24.566666666666663,Very Long,Fair,WA,Street,737020,King,Oct,1.8786857914076946
2,45.5838525293084,-118.62272143307388,4.569,Pacific,47.0,47.0,66.0,28.63,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,786.1833333333333,Very Long,Fair,OR,Highway,17066,Umatilla,Feb,2.4538771950822045
2,33.897904,-111.31033,1.172,Mountain,70.0,70.0,15.0,24.78,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.421388888888888,Very Long,Fair,AZ,Highway,53272,Gila,May,1.8884154344238937
4,45.907435,-111.795314,2.3280000000000003,Mountain,62.0,62.0,72.0,24.63,10.0,N,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,27.85,Very Long,Fair,MT,Highway,12082,Jefferson,Aug,1.9138534263143228
2,33.976473,-118.282676,0.13,Pacific,55.0,55.0,80.0,29.97,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,85.60194444444444,Very Long,Fair,CA,Street,3899449,Los Angeles,Apr,2.1703380060476882
4,30.43990731224804,-91.204880475563,0.939,Central,47.0,47.0,74.0,30.12,10.0,W,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long,Fair,LA,Highway,4941,West Baton Rouge,Feb,2.5851937508543914
4,38.929136,-77.117659,0.325,Eastern,75.0,75.0,84.0,30.09,10.0,SSW,7.0,0.01,False,False,True,False,False,False,False,False,False,False,True,Night,390.78333333333336,Very Long,Cloudy,VA,Road,238646,Arlington,Aug,2.38796891490427
2,30.50608277306315,-91.21033072428128,1.457,Central,60.0,60.0,41.0,30.2,10.0,NE,6.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,8761.75,Very Long,Fair,LA,Highway,4941,West Baton Rouge,Nov,2.5851937508543914
2,36.118957,-95.870989,0.022,Central,54.0,54.0,83.0,29.16,10.0,S,15.0,0.0,False,False,True,False,False,False,False,True,False,False,False,Day,25.83416666666667,Very Long,Cloudy,OK,Avenue,413143,Tulsa,Dec,1.8929607758008717
2,30.48104166970024,-90.32792687373004,4.979,Central,70.0,70.0,56.0,30.1,10.0,SE,15.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,8761.75,Very Long,Cloudy,LA,Highway,7786,Tangipahoa,Mar,2.5851937508543914
2,36.017315999999994,-95.885726,0.035,Central,64.0,64.0,35.0,29.03,10.0,E,7.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,25.788055555555555,Very Long,Fair,OK,Street,413143,Tulsa,Jan,1.8924577990331577
2,28.486854,-81.417339,0.055,Eastern,79.0,79.0,84.0,29.99,10.0,SSE,5.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,191.99972222222223,Very Long,Fair,FL,Parkway,307785,Orange,Aug,2.3009857427220206
2,32.401626,-93.898861,0.118,Central,60.0,60.0,69.0,29.83,10.0,S,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.294722222222223,Very Long,Cloudy,LA,Drive,187540,Caddo,Feb,1.8870010281522052
2,32.484566,-93.79509,0.128,Central,85.0,85.0,44.0,29.78,10.0,NNE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,26.029166666666665,Very Long,Fair,LA,Street,187540,Caddo,Jun,1.8950747665335692
4,42.24547000000001,-122.784133,2.052,Pacific,97.0,97.0,6.0,28.41,10.0,SE,21.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,208.65,Very Long,Smoke,OR,Road,6283,Jackson,Sep,2.312379536947885
2,32.15908,-110.912447,0.218,Mountain,35.0,30.0,79.0,27.13,10.0,SE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.314166666666665,Very Long,Fair,AZ,Highway,542649,Pima,Jan,1.88721875943262
2,37.739326,-121.590858,0.04,Pacific,58.0,58.0,70.0,29.82,10.0,NNW,5.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,25.45111111111111,Very Long,Fair,CA,Highway,93118,Alameda,Feb,1.8887459747241098
4,34.572507,-111.880857,0.236,Mountain,67.0,67.0,47.0,24.92,10.0,S,8.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,25.71472222222222,Very Long,Cloudy,AZ,Parkway,236211,Yavapai,Sep,1.8916554292696015
2,43.53331,-119.784479,2.27,Pacific,39.0,32.0,75.0,26.54,10.0,SW,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,28.04027777777777,Very Long,Cloudy,OR,Highway,7501,Harney,Apr,1.915721689929834
4,33.31306815131515,-111.04895710892175,2.932,Mountain,68.0,68.0,22.0,28.33,10.0,N,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.55,Very Long,Fair,AZ,Highway,426007,Pinal,Jan,1.889842053631952
2,36.059559,-95.900609,0.216,Central,73.0,73.0,15.0,29.2,10.0,S,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.856944444444444,Very Long,Fair,OK,Avenue,413143,Tulsa,Apr,1.8820396344095243
2,32.432481,-93.763086,0.248,Central,39.0,39.0,89.0,30.05,1.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.961111111111112,Very Long,Fog,LA,Avenue,187540,Caddo,Dec,1.8943393645110522
2,33.882313,-117.367271,0.051,Pacific,62.0,62.0,28.0,29.44,10.0,ESE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,26.27805555555556,Very Long,Fair,CA,Boulevard,315478,Riverside,Jan,1.8977427247361345
2,36.093468,-95.853172,0.1,Central,61.0,61.0,21.0,29.3,10.0,S,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.83111111111111,Very Long,Fair,OK,Street,413143,Tulsa,Apr,1.8817432594188142
2,32.501258,-93.737411,0.027,Central,46.0,46.0,71.0,29.96,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,26.809444444444445,Very Long,Fair,LA,Drive,187540,Caddo,Jan,1.903328603153915
2,43.890172,-117.006197,0.061,Mountain,85.0,85.0,12.0,27.6,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,40.8525,Very Long,Fair,OR,Boulevard,3202,Malheur,Aug,2.0126856117201015
2,29.99757885918618,-90.16126513438148,0.8809999999999999,Pacific,59.0,59.0,67.0,29.97,10.0,WNW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,8761.75,Very Long,Fair,LA,Highway,440784,Jefferson,Mar,2.5851937508543914
2,36.060895,-95.918173,0.009,Central,93.0,93.0,38.0,29.19,10.0,SSW,5.0,0.0,False,False,True,False,False,False,False,False,True,False,False,Day,24.82555555555556,Very Long,Fair,OK,Avenue,413143,Tulsa,Sep,1.881679469656703
2,32.414417,-93.814704,0.091,Central,37.0,37.0,44.0,30.13,10.0,E,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,27.002222222222223,Very Long,Fair,LA,Road,187540,Caddo,Jan,1.905318930818959
2,34.858492,-82.78835699999998,0.084,Eastern,51.0,51.0,80.0,28.86,10.0,SW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,34.62361111111111,Very Long,Fair,SC,Road,3148,Pickens,Nov,1.9715598486881043
2,45.564342,-122.221052,0.1639999999999999,Pacific,26.0,12.0,71.0,29.95,1.0,E,21.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.116666666666667,Very Long,Snow,WA,Boulevard,17046,Other,Feb,1.8733817844955485
2,32.513191,-93.71503,0.645,Central,81.0,81.0,74.0,29.93,10.0,SW,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long,Cloudy,LA,Highway,62720,Bossier,Jul,2.5851937508543914
2,32.449227,-93.778847,0.036,Central,68.0,68.0,42.0,30.0,10.0,SE,6.0,0.0,False,False,True,False,False,False,True,False,False,False,False,Day,25.31305555555556,Very Long,Fair,LA,Other,187540,Caddo,Nov,1.8872063236002086
2,32.47101,-93.796951,0.019,Central,47.0,39.0,41.0,29.85,10.0,NNW,21.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,27.071944444444444,Very Long,Windy,LA,Street,187540,Caddo,Dec,1.90603414603287
2,32.463436,-93.759392,0.087,Central,85.0,85.0,20.0,29.77,10.0,WSW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.394166666666667,Very Long,Fair,LA,Street,187540,Caddo,Oct,1.8881122480732946
2,39.068271,-94.560217,0.024,Central,28.0,19.0,51.0,29.6,10.0,WNW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.11833333333333,Very Long,Fair,MO,Boulevard,507984,Jackson,Nov,1.885015736696785
2,47.496074,-122.270354,0.703,Pacific,47.0,41.0,77.0,29.85,10.0,N,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,24.4,Very Long,Cloudy,WA,Highway,737020,King,Nov,1.8767364041950583
2,33.435741,-86.73745699999998,0.629,Central,59.0,59.0,44.0,29.38,10.0,SW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.75,Very Long,Fair,AL,Highway,200542,Jefferson,Dec,1.8920417949495445
4,35.339499,-119.03704,0.257,Pacific,56.0,56.0,49.0,29.49,10.0,NW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,3103.7166666666667,Very Long,Cloudy,CA,Avenue,404368,Kern,Mar,2.5426237200283524
2,43.31946,-111.15033,0.0,Mountain,30.0,25.0,75.0,23.67,10.0,WNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,94.77555555555556,Very Long,Cloudy,ID,Highway,263,Other,Feb,2.188981080172564
2,41.310035,-120.506,0.499,Pacific,100.0,100.0,9.0,25.63,10.0,N,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,33.74583333333333,Very Long,Fair,CA,Highway,8699,Other,Jul,1.9649681423788787
2,36.075437,-95.868559,0.046,Central,60.0,60.0,51.0,29.54,10.0,SSW,12.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,25.80472222222222,Very Long,Fair,OK,Road,413143,Tulsa,Nov,1.8926397350363067
2,44.421383,-122.001532,0.052,Pacific,75.0,75.0,15.0,29.44,0.5,N,24.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,260.0225,Very Long,Smoke,OR,Highway,128609,Linn,Sep,2.3409073052500124
2,32.49387,-93.830627,0.241,Central,88.0,88.0,46.0,29.81,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.3275,Very Long,Fair,LA,Drive,187540,Caddo,Sep,1.8873679331748257
2,30.823893,-83.305291,0.034,Eastern,51.0,51.0,25.0,30.08,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.73333333333333,Very Long,Fair,GA,Street,55392,Other,Dec,1.8806177979402996
2,38.875097,-97.63337,1.359,Central,42.0,38.0,47.0,28.75,10.0,WSW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,24.75055555555556,Very Long,Fair,KS,Highway,46878,Other,Dec,1.8808164585048963
2,30.332704,-91.759196,4.123,Central,58.0,58.0,84.0,29.88,10.0,NW,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long,Cloudy,LA,Highway,7505,St. Martin,Nov,2.5851937508543914
2,25.801608,-80.19097,0.111,Eastern,59.0,59.0,39.0,30.16,10.0,N,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.59638888888889,Very Long,Fair,FL,Avenue,442244,Miami-Dade,Feb,1.8903542947822083
2,33.582069,-112.117097,0.026,Mountain,50.0,50.0,74.0,28.31,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.89638888888889,Very Long,Cloudy,AZ,Avenue,1608415,Maricopa,Jan,1.8936376123567382
3,35.81831,-78.60829,0.489,Eastern,70.0,70.0,32.0,29.56,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,94.70055555555555,Very Long,Cloudy,NC,Highway,467911,Wake,May,2.188838718443911
2,40.81590900000001,-73.93101300000002,0.149,Eastern,66.0,66.0,84.0,29.76,10.0,W,10.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,118.98944444444444,Very Long,Cloudy,NY,Other,1472645,Bronx,Jun,2.2282574666230732
2,36.152897,-95.761713,0.085,Central,60.0,60.0,86.0,29.08,3.0,N,21.0,0.1,False,False,False,False,False,False,False,False,False,False,False,Night,24.837222222222223,Very Long,Storm,OK,Street,413143,Other,May,1.8818134063911698
2,33.518954515297324,-82.03582406004888,0.393,Eastern,68.0,68.0,76.0,29.5,10.0,SSW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,32.45,Very Long,Cloudy,GA,Highway,206601,Richmond,Dec,1.9548072679303607
2,32.480081,-93.865503,0.412,Central,78.0,78.0,81.0,29.58,10.0,S,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.32333333333333,Very Long,Cloudy,LA,Road,187540,Caddo,Sep,1.8873213275316405
2,39.5366,-119.80458,0.093,Pacific,51.0,51.0,27.0,25.86,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,26304.992777777778,Very Long,Fair,NV,Highway,264146,Washoe,Feb,2.6154671337221984
2,31.333381,-92.414284,0.027,Central,63.0,63.0,97.0,29.78,4.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long,Cloudy,LA,Highway,14384,Rapides,Feb,2.5851937508543914
2,32.323124,-111.003699,0.093,Mountain,77.0,77.0,61.0,27.14,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,3773.7727777777777,Very Long,Cloudy,AZ,Road,542649,Pima,Jul,2.551951630120855
2,46.469347,-108.619569,0.286,Mountain,29.0,20.0,67.0,26.26,10.0,SW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,313.885,Very Long,Fair,MT,Road,1743,Other,Nov,2.363536815354622
2,44.363291,-121.17853,0.177,Pacific,28.0,19.0,81.0,26.76,10.0,NW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,25.769166666666667,Very Long,Cloudy,OR,Highway,198253,Deschutes,Jan,1.8922514168091962
2,30.20314335808657,-93.4766042228056,4.409,Central,80.0,80.0,80.0,29.79,10.0,S,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,8761.75,Very Long,Cloudy,LA,Highway,216785,Calcasieu,Dec,2.5851937508543914
2,45.80617,-119.96925,0.0,Pacific,21.0,21.0,88.0,29.15,1.0,ENE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,37.371944444444445,Very Long,Snow,OR,Highway,3833,Morrow,Jan,1.9908347784345393
2,32.442684,-93.738708,0.073,Central,95.0,95.0,46.0,29.82,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,25.28611111111111,Very Long,Cloudy,LA,Street,187540,Caddo,Jul,1.8869045336162917
4,47.216753,-114.131363,0.352,Mountain,56.0,56.0,55.0,26.65,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,24.82138888888889,Very Long,Fair,MT,Highway,31131,Lake,Aug,1.8816316149620926
2,34.920804,-80.787165,0.038,Eastern,32.0,32.0,87.0,29.43,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,354.35527777777776,Very Long,Fair,SC,Highway,8523,Lancaster,Jan,2.377302853178162
